
,3,28,11,10,33,13,11,21,4,4,17,3,3,23,8,6,15,6,5,26,11,9,24,14,12,24,7,5,17,15,9,30,20,13,35,13,11,40,2,2,20,3,3,21,8,8,23,7,5,15,12,1,19,5,4,18,10,5,21,6,4,16,8,5,22,10,7,24,8,7,16,12,9,22,16,11,27,17,4,13,3,1,15,6,0,15,4,0,25,16,13,15,9,6,11,13,8,16,6,5,12,5,4,16,7,5,24,9,9,22,7,4,23,5,5,15,8,3,18,6,5,837,353,241
,4,28,8,6,33,12,10,21,4,4,17,3,3,23,8,6,15,6,5,26,8,7,24,14,12,24,5,3,17,14,8,30,19,13,35,10,7,40,2,2,20,2,2,21,8,8,23,5,4,15,11,3,19,4,3,18,9,5,21,5,3,16,8,5,22,10,7,24,7,6,16,12,9,22,15,10,27,17,4,13,3,1,15,5,1,15,3,0,25,16,13,15,9,6,11,10,3,16,6,5,12,3,2,16,5,4,24,7,7,22,7,4,23,5,5,15,8,6,18,4,4,837,317,216
,5,28,8,6,33,12,10,21,4,4,17,2,2,23,8,6,15,6,5,26,8,7,24,13,10,24,5,3,17,13,8,30,17,12,35,9,6,40,2,2,20,2,2,21,8,8,23,5,4,15,11,3,19,4,3,18,9,5,21,5,3,16,7,5,22,10,7,24,7,6,16,12,9,22,15,10,27,17,4,13,3,1,15,5,1,15,3,0,25,16,13,15,9,6,11,10,3,16,6,5,12,3,2,16,5,4,24,7,7,22,7,4,23,5,5,15,8,6,18,4,4,837,310,211
,6,28,6,6,33,7,5,21,3,3,17,1,1,23,7,5,15,3,3,26,7,6,24,12,11,24,1,1,17,8,7,30,13,9,35,5,5,40,2,2,20,1,1,21,7,7,23,4,3,15,9,5,19,3,2,18,6,4,21,4,2,16,6,4,22,8,5,24,3,3,16,8,8,22,8,4,27,14,3,13,1,0,15,3,0,15,2,0,25,9,5,15,6,4,11,2,0,16,5,4,12,3,2,16,2,1,24,7,7,22,6,5,23,4,4,15,5,2,18,4,4,837,215,153
,7,28,6,6,33,7,5,21,3,3,17,1,1,23,7,5,15,2,2,26,7,6,24,10,5,24,0,0,17,8,7,30,11,8,35,4,4,40,2,2,20,1,1,21,7,7,23,4,3,15,8,3,19,3,2,18,4,3,21,3,1,16,6,4,22,4,3,24,3,3,16,8,8,22,7,3,27,12,3,13,1,0,15,2,0,15,2,0,25,9,5,15,4,4,11,2,0,16,2,2,12,2,2,16,2,1,24,5,5,22,5,4,23,4,4,15,5,2,18,3,3,837,186,130
,8,28,6,6,33,7,5,21,3,3,17,1,1,23,7,5,15,1,0,26,7,6,24,10,5,24,0,0,17,8,7,30,8,6,35,3,3,40,2,2,20,1,1,21,6,6,23,3,2,15,8,3,19,3,2,18,4,3,21,3,1,16,5,3,22,4,3,24,3,3,16,8,8,22,7,3,27,12,3,13,1,0,15,2,0,15,2,0,25,9,5,15,4,4,11,2,0,16,2,2,12,2,2,16,2,1,24,4,4,22,5,4,23,4,4,15,4,2,18,3,3,837,176,121
,9,28,5,5,33,7,5,21,3,3,17,1,1,23,7,5,15,1,0,26,7,6,24,8,3,24,0,0,17,7,6,30,8,6,35,3,3,40,2,2,20,1,1,21,6,6,23,3,2,15,8,3,19,3,2,18,4,3,21,3,1,16,5,3,22,4,3,24,3,2,16,7,7,22,7,3,27,12,3,13,1,0,15,2,0,15,2,0,25,9,5,15,4,4,11,2,0,16,2,2,12,2,2,16,2,1,24,4,4,22,5,4,23,4,4,15,4,2,18,3,3,837,171,115

3,,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer
,3,28,13,11,33,15,12,21,4,4,17,5,4,23,8,6,15,6,5,26,11,9,24,14,12,24,7,5,17,17,10,30,26,15,35,15,13,40,2,2,20,3,3,21,10,10,23,9,7,15,12,1,19,5,4,18,10,5,21,6,4,16,10,5,22,10,7,24,8,7,16,14,10,22,18,12,27,17,4,13,3,1,15,6,0,15,4,0,25,20,15,15,13,9,11,13,8,16,6,5,12,7,5,16,9,6,24,9,9,22,7,4,23,5,5,15,8,3,18,6,5,837,391,262
,4,28,8,6,33,14,11,21,4,4,17,5,4,23,8,6,15,6,5,26,10,8,24,14,12,24,5,3,17,16,9,30,23,15,35,12,9,40,2,2,20,2,2,21,10,10,23,7,6,15,11,3,19,4,3,18,9,5,21,5,3,16,10,5,22,10,7,24,7,6,16,14,10,22,17,11,27,17,4,13,3,1,15,5,1,15,3,0,25,20,15,15,13,9,11,10,3,16,6,5,12,3,2,16,7,5,24,7,7,22,7,4,23,5,5,15,8,6,18,4,4,837,351,236
,5,28,8,6,33,14,11,21,4,4,17,2,2,23,8,6,15,6,5,26,10,8,24,13,10,24,5,3,17,15,9,30,21,14,35,11,8,40,2,2,20,2,2,21,10,10,23,7,6,15,11,3,19,4,3,18,9,5,21,5,3,16,7,5,22,10,7,24,7,6,16,14,10,22,17,11,27,17,4,13,3,1,15,5,1,15,3,0,25,20,15,15,13,9,11,10,3,16,6,5,12,3,2,16,7,5,24,7,7,22,7,4,23,5,5,15,8,6,18,4,4,837,340,230
,6,28,6,6,33,9,6,21,3,3,17,1,1,23,7,5,15,3,3,26,9,7,24,12,11,24,1,1,17,10,8,30,13,9,35,5,5,40,2,2,20,1,1,21,9,9,23,4,3,15,11,7,19,3,2,18,6,4,21,4,2,16,6,4,22,8,5,24,3,3,16,8,8,22,8,4,27,14,3,13,1,0,15,3,0,15,2,0,25,11,5,15,8,6,11,2,0,16,5,4,12,3,2,16,2,1,24,7,7,22,6,5,23,4,4,15,5,2,18,4,4,837,229,162
,7,28,6,6,33,9,6,21,3,3,17,1,1,23,7,5,15,2,2,26,9,7,24,10,5,24,0,0,17,10,8,30,11,8,35,4,4,40,2,2,20,1,1,21,9,9,23,4,3,15,8,3,19,3,2,18,4,3,21,3,1,16,6,4,22,4,3,24,3,3,16,8,8,22,7,3,27,12,3,13,1,0,15,2,0,15,2,0,25,11,5,15,6,6,11,2,0,16,2,2,12,2,2,16,2,1,24,5,5,22,5,4,23,4,4,15,5,2,18,3,3,837,198,137
,8,28,6,6,33,9,6,21,3,3,17,1,1,23,7,5,15,1,0,26,9,7,24,10,5,24,0,0,17,10,8,30,8,6,35,3,3,40,2,2,20,1,1,21,8,8,23,3,2,15,8,3,19,3,2,18,4,3,21,3,1,16,5,3,22,4,3,24,3,3,16,8,8,22,7,3,27,12,3,13,1,0,15,2,0,15,2,0,25,11,5,15,6,6,11,2,0,16,2,2,12,2,2,16,2,1,24,4,4,22,5,4,23,4,4,15,4,2,18,3,3,837,188,128
,9,28,5,5,33,9,6,21,3,3,17,1,1,23,7,5,15,1,0,26,9,7,24,8,3,24,0,0,17,7,6,30,8,6,35,3,3,40,2,2,20,1,1,21,8,8,23,3,2,15,8,3,19,3,2,18,4,3,21,3,1,16,5,3,22,4,3,24,3,2,16,7,7,22,7,3,27,12,3,13,1,0,15,2,0,15,2,0,25,11,5,15,6,6,11,2,0,16,2,2,12,2,2,16,2,1,24,4,4,22,5,4,23,4,4,15,4,2,18,3,3,837,181,121

4,,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer
,3,28,13,11,33,15,12,21,4,4,17,8,5,23,8,6,15,6,5,26,14,11,24,17,14,24,7,5,17,17,10,30,26,15,35,15,13,40,2,2,20,3,3,21,10,10,23,15,11,15,12,1,19,5,4,18,10,5,21,12,6,16,10,5,22,13,8,24,11,9,16,14,10,22,18,12,27,20,4,13,3,1,15,6,0,15,4,0,25,20,15,15,13,9,11,13,8,16,6,5,12,7,5,16,9,6,24,12,11,22,7,4,23,5,5,15,8,3,18,6,5,837,424,278
,4,28,11,8,33,14,11,21,4,4,17,8,5,23,8,6,15,6,5,26,13,10,24,17,14,24,5,3,17,16,9,30,23,15,35,12,9,40,2,2,20,2,2,21,10,10,23,13,10,15,11,3,19,4,3,18,9,5,21,8,5,16,10,5,22,13,8,24,10,8,16,14,10,22,17,11,27,23,4,13,3,1,15,5,1,15,3,0,25,20,15,15,13,9,11,13,3,16,6,5,12,3,2,16,7,5,24,10,9,22,7,4,23,5,5,15,8,6,18,4,4,837,390,254
,5,28,11,8,33,14,11,21,4,4,17,2,2,23,8,6,15,6,5,26,13,10,24,13,10,24,5,3,17,18,11,30,21,14,35,14,9,40,2,2,20,2,2,21,10,10,23,13,10,15,11,3,19,4,3,18,9,5,21,8,5,16,7,5,22,13,8,24,10,8,16,14,10,22,17,11,27,23,4,13,3,1,15,5,1,15,3,0,25,20,15,15,13,9,11,13,3,16,6,5,12,3,2,16,7,5,24,10,9,22,7,4,23,5,5,15,8,6,18,4,4,837,379,248
,6,28,9,8,33,9,6,21,3,3,17,1,1,23,7,5,15,3,3,26,12,9,24,12,11,24,1,1,17,10,8,30,13,9,35,5,5,40,2,2,20,1,1,21,9,9,23,10,7,15,11,7,19,3,2,18,6,4,21,4,2,16,6,4,22,11,6,24,3,3,16,8,8,22,8,4,27,20,3,13,1,0,15,3,0,15,2,0,25,11,5,15,8,6,11,2,0,16,5,4,12,3,2,16,2,1,24,10,9,22,6,5,23,4,4,15,5,2,18,4,4,837,253,173
,7,28,9,8,33,9,6,21,3,3,17,1,1,23,7,5,15,2,2,26,12,9,24,10,5,24,0,0,17,10,8,30,11,8,35,4,4,40,2,2,20,1,1,21,9,9,23,10,7,15,8,3,19,3,2,18,4,3,21,3,1,16,6,4,22,7,4,24,3,3,16,8,8,22,7,3,27,15,3,13,1,0,15,2,0,15,2,0,25,11,5,15,6,6,11,2,0,16,2,2,12,2,2,16,2,1,24,8,7,22,5,4,23,4,4,15,5,2,18,3,3,837,219,148
,8,28,9,8,33,9,6,21,3,3,17,1,1,23,7,5,15,1,0,26,12,9,24,10,5,24,0,0,17,10,8,30,8,6,35,3,3,40,2,2,20,1,1,21,8,8,23,3,2,15,8,3,19,3,2,18,4,3,21,3,1,16,5,3,22,7,4,24,3,3,16,8,8,22,7,3,27,15,3,13,1,0,15,2,0,15,2,0,25,11,5,15,6,6,11,2,0,16,2,2,12,2,2,16,2,1,24,4,4,22,5,4,23,4,4,15,4,2,18,3,3,837,200,133
,9,28,5,5,33,9,6,21,3,3,17,1,1,23,7,5,15,1,0,26,12,9,24,8,3,24,0,0,17,7,6,30,8,6,35,3,3,40,2,2,20,1,1,21,8,8,23,3,2,15,8,3,19,3,2,18,4,3,21,3,1,16,5,3,22,7,4,24,3,2,16,7,7,22,7,3,27,15,3,13,1,0,15,2,0,15,2,0,25,11,5,15,6,6,11,2,0,16,2,2,12,2,2,16,2,1,24,4,4,22,5,4,23,4,4,15,4,2,18,3,3,837,190,124

5,,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer
,3,28,13,11,33,27,21,21,4,4,17,8,5,23,8,6,15,10,6,26,14,11,24,17,14,24,7,5,17,17,10,30,26,15,35,19,16,40,2,2,20,3,3,21,10,10,23,15,11,15,12,1,19,5,4,18,10,5,21,12,6,16,10,5,22,13,8,24,11,9,16,14,10,22,18,12,27,20,4,13,3,1,15,6,0,15,4,0,25,20,15,15,13,9,11,13,8,16,6,5,12,7,5,16,9,6,24,12,11,22,7,4,23,5,5,15,8,3,18,6,5,837,444,291
,4,28,11,8,33,22,17,21,4,4,17,8,5,23,8,6,15,10,6,26,13,10,24,17,14,24,5,3,17,16,9,30,23,15,35,12,9,40,2,2,20,2,2,21,10,10,23,13,10,15,11,3,19,4,3,18,9,5,21,8,5,16,10,5,22,13,8,24,10,8,16,14,10,22,17,11,27,23,4,13,3,1,15,5,1,15,3,0,25,20,15,15,13,9,11,13,3,16,6,5,12,3,2,16,7,5,24,10,9,22,7,4,23,5,5,15,8,6,18,4,4,837,402,261
,5,28,11,8,33,22,17,21,4,4,17,2,2,23,8,6,15,10,6,26,13,10,24,13,10,24,5,3,17,18,11,30,21,14,35,14,9,40,2,2,20,2,2,21,10,10,23,13,10,15,11,3,19,4,3,18,9,5,21,8,5,16,7,5,22,13,8,24,10,8,16,14,10,22,17,11,27,23,4,13,3,1,15,5,1,15,3,0,25,20,15,15,13,9,11,13,3,16,6,5,12,3,2,16,7,5,24,10,9,22,7,4,23,5,5,15,8,6,18,4,4,837,391,255
,6,28,13,11,33,13,9,21,3,3,17,1,1,23,7,5,15,7,4,26,12,9,24,12,11,24,1,1,17,10,8,30,13,9,35,5,5,40,2,2,20,1,1,21,9,9,23,10,7,15,11,7,19,3,2,18,6,4,21,4,2,16,6,4,22,11,6,24,3,3,16,8,8,22,8,4,27,20,3,13,1,0,15,3,0,15,2,0,25,11,5,15,8,6,11,2,0,16,5,4,12,3,2,16,2,1,24,10,9,22,6,5,23,4,4,15,5,2,18,4,4,837,265,180
,7,28,13,11,33,13,9,21,3,3,17,1,1,23,7,5,15,2,2,26,12,9,24,10,5,24,0,0,17,10,8,30,11,8,35,4,4,40,2,2,20,1,1,21,9,9,23,10,7,15,8,3,19,3,2,18,4,3,21,3,1,16,6,4,22,7,4,24,3,3,16,8,8,22,7,3,27,19,3,13,1,0,15,2,0,15,2,0,25,11,5,15,6,6,11,2,0,16,2,2,12,2,2,16,2,1,24,8,7,22,5,4,23,4,4,15,5,2,18,3,3,837,231,154
,8,28,13,11,33,13,9,21,3,3,17,1,1,23,7,5,15,1,0,26,12,9,24,10,5,24,0,0,17,10,8,30,8,6,35,3,3,40,2,2,20,1,1,21,8,8,23,3,2,15,8,3,19,3,2,18,4,3,21,3,1,16,5,3,22,7,4,24,3,3,16,8,8,22,7,3,27,19,3,13,1,0,15,2,0,15,2,0,25,11,5,15,6,6,11,2,0,16,2,2,12,2,2,16,2,1,24,4,4,22,5,4,23,4,4,15,4,2,18,3,3,837,212,139
,9,28,9,8,33,13,9,21,3,3,17,1,1,23,7,5,15,1,0,26,12,9,24,8,3,24,0,0,17,7,6,30,8,6,35,3,3,40,2,2,20,1,1,21,8,8,23,3,2,15,8,3,19,3,2,18,4,3,21,3,1,16,5,3,22,7,4,24,3,2,16,7,7,22,7,3,27,19,3,13,1,0,15,2,0,15,2,0,25,11,5,15,6,6,11,2,0,16,2,2,12,2,2,16,2,1,24,4,4,22,5,4,23,4,4,15,4,2,18,3,3,837,202,130

6,,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer,Human,Machine,Answer
,3,28,13,11,33,27,21,21,9,8,17,8,5,23,8,6,15,10,6,26,14,11,24,17,14,24,7,5,17,17,10,30,26,15,35,19,16,40,2,2,20,3,3,21,10,10,23,15,11,15,12,1,19,5,4,18,10,5,21,12,6,16,10,5,22,13,8,24,11,9,16,14,10,22,18,12,27,20,4,13,3,1,15,6,0,15,4,0,25,20,15,15,13,9,11,13,8,16,6,5,12,7,5,16,9,6,24,12,11,22,7,4,23,15,12,15,8,3,18,11,7,837,464,304
,4,28,11,8,33,22,17,21,9,8,17,8,5,23,8,6,15,10,6,26,13,10,24,17,14,24,5,3,17,16,9,30,23,15,35,12,9,40,2,2,20,2,2,21,10,10,23,13,10,15,11,3,19,4,3,18,9,5,21,8,5,16,10,5,22,13,8,24,10,8,16,14,10,22,17,11,27,23,4,13,3,1,15,5,1,15,3,0,25,20,15,15,13,9,11,13,3,16,6,5,12,3,2,16,7,5,24,10,9,22,7,4,23,15,12,15,8,6,18,4,4,837,417,272
,5,28,11,8,33,22,17,21,9,8,17,2,2,23,8,6,15,10,6,26,13,10,24,13,10,24,5,3,17,18,11,30,21,14,35,14,9,40,2,2,20,2,2,21,10,10,23,13,10,15,11,3,19,4,3,18,9,5,21,8,5,16,7,5,22,13,8,24,10,8,16,14,10,22,17,11,27,23,4,13,3,1,15,5,1,15,3,0,25,20,15,15,13,9,11,13,3,16,6,5,12,3,2,16,7,5,24,10,9,22,7,4,23,15,12,15,8,6,18,4,4,837,406,266
,6,28,13,11,33,18,13,21,3,3,17,1,1,23,7,5,15,7,4,26,12,9,24,12,11,24,1,1,17,10,8,30,13,9,35,5,5,40,2,2,20,1,1,21,9,9,23,10,7,15,11,7,19,3,2,18,6,4,21,4,2,16,6,4,22,11,6,24,3,3,16,8,8,22,8,4,27,20,3,13,1,0,15,3,0,15,2,0,25,11,5,15,8,6,11,2,0,16,5,4,12,3,2,16,2,1,24,10,9,22,6,5,23,9,8,15,5,2,18,4,4,837,275,188
,7,28,13,11,33,18,13,21,3,3,17,1,1,23,7,5,15,2,2,26,12,9,24,10,5,24,0,0,17,10,8,30,11,8,35,4,4,40,2,2,20,1,1,21,9,9,23,10,7,15,8,3,19,3,2,18,4,3,21,3,1,16,6,4,22,7,4,24,3,3,16,8,8,22,7,3,27,19,3,13,1,0,15,2,0,15,2,0,25,11,5,15,6,6,11,2,0,16,2,2,12,2,2,16,2,1,24,8,7,22,5,4,23,9,8,15,5,2,18,3,3,837,241,162
,8,28,13,11,33,18,13,21,3,3,17,1,1,23,7,5,15,1,0,26,12,9,24,10,5,24,0,0,17,10,8,30,8,6,35,3,3,40,2,2,20,1,1,21,8,8,23,3,2,15,8,3,19,3,2,18,4,3,21,3,1,16,5,3,22,7,4,24,3,3,16,8,8,22,7,3,27,19,3,13,1,0,15,2,0,15,2,0,25,11,5,15,6,6,11,2,0,16,2,2,12,2,2,16,2,1,24,4,4,22,5,4,23,9,8,15,4,2,18,3,3,837,222,147
,9,28,9,8,33,18,13,21,3,3,17,1,1,23,7,5,15,1,0,26,12,9,24,8,3,24,0,0,17,7,6,30,8,6,35,3,3,40,2,2,20,1,1,21,8,8,23,3,2,15,8,3,19,3,2,18,4,3,21,3,1,16,5,3,22,7,4,24,3,2,16,7,7,22,7,3,27,19,3,13,1,0,15,2,0,15,2,0,25,11,5,15,6,6,11,2,0,16,2,2,12,2,2,16,2,1,24,4,4,22,5,4,23,9,8,15,4,2,18,3,3,837,212,138

